Original,RMSE,Modelo
q1*q2*r/(4*pi*epsilon*r**3),4.746975772290598e-09,0.0786808558477553*X1*X2/(X3*X4**2)
q1*q2*r/(4*pi*epsilon*r**3),4.746975772290598e-09,0.0801947568974397*X1*X2/(X3*X4**2)
n_rho*mom*tanh(mom*B/(kb*T)),0.7520433558896862,(12.2585369369369*X1*(0.469*X2 - 0.112*X4)*(0.231*X3 - 0.042*X5) - 0.279*X3)/X3
n_rho*mom*tanh(mom*B/(kb*T)),0.8885750053434919,0.29502144*X1*X3 - 0.230059488*X1*X4 + 0.413546*X1*(2.416*X2 - 0.627*X5) - 0.351
n_rho*mom*tanh(mom*B/(kb*T)),0.9110596837010432,16.609*(0.116*X1 + 0.031*X3 - 0.035*X5)*(0.54*X2 + 0.032*X3 - 0.138*X4) - 0.573
n_rho*mom*tanh(mom*B/(kb*T)),0.9475659771960528,0.25973*X1*(0.252672*X1*X3 + 3.782*X2 - 1.047*X4 - 1.095*X5) + 0.986
n_rho*mom*tanh(mom*B/(kb*T)),0.9592988905403068,0.072072*X1*(2.481*X2 - 0.588*X4)*(0.678*X3 - 0.564*X5 + 5.37765957446809) - 0.285
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.2717973186462403,(0.309853263209119*X1*(1.995*X2*X7 + 2.36652236652237*X2 + 2.45310245310245*X5) - 0.06*X3*X4*X7)/(X3*X4*X7)
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.2726182291190988,2.54051018867925*X1*X2/(X3*X4*(0.214*X2 + 0.166*X6 + 0.492*X7)) - 0.076
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.2769866912213139,(2.42644705882353*X1*(1.453*X2*X7 + 1.85814606741573*X5) - 0.075*X3*X7*(3.567*X4 + 0.578*X6))/(X3*X7*(3.567*X4 + 0.578*X6))
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.2916476858412591,(0.698047781569966*X1*(1.142*X2 - 0.151*X6) - 0.097*X3*X4*(0.102*X2 + 0.134*X7))/(X3*X4*(0.102*X2 + 0.134*X7))
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.2920476076972546,(8.41393505247149*X1*(0.341*X2 - 0.044*X6) - 0.096*X3*X4*(0.359*X2 + 0.485*X7))/(X3*X4*(0.359*X2 + 0.485*X7))
mom*(1+chi)*B,1.835540442378053e-05,X1*X2*(1.000080568872*X3 + 1.000076616)
mom*(1+chi)*B,1.835540442378053e-05,X1*X2*(0.99947449368*X3 + 0.999041472)
mom*(1+chi)*B,2.564843490662646e-05,X1*X2*(0.997950342168*X3 + 0.99958164)
mom*(1+chi)*B,3.626728059882121e-05,X1*X2*(0.9997340814*X3 + 0.99868056)
mom*(1+chi)*B,3.648336711425039e-05,X1*X2*(1.001136585618*X3 + 1.000079808)
Y*A*x/d,2.5006249408626776e-07,1.00068366201342*X1*X2*X4/X3
Y*A*x/d,2.5006249408626776e-07,0.999381870213777*X1*X2*X4/X3
Y*A*x/d,1.842177455094064e-05,0.99368394648679*X1*X2*X4/X3
Y*A*x/d,1.842177455094064e-05,0.999902164234829*X1*X2*X4/X3
Y*A*x/d,1.842177455094064e-05,0.98724706882227*X1*X2*X4/X3
Y/(2*(1+sigma)),2.581771279462042e-05,(0.499947*X1 + 4.15715328e-7*X2**4)*exp(0.016*X2)/(1.015*X2*exp(0.016*X2) + 1)
Y/(2*(1+sigma)),5.773480532644711e-05,(0.500528*X1 + 0.000174*X2 - 0.001*exp(0.025*X2))/(0.974*X2 + exp(0.025*X2))
Y/(2*(1+sigma)),7.527611854397089e-05,0.127*(3.903*X1 - 0.021*X2/cos(cos(0.269*X2)))/(1.04*X2 + exp(-0.051*X2)) + 0.003
Y/(2*(1+sigma)),0.0011726020548659,0.03205*X1 + 0.153975*X1*exp(-0.335*X2) + 0.113980263157895*X1/X2
Y/(2*(1+sigma)),0.0017798913833463,0.416505629477994*X1/X2 - 0.329754222972973*X1*exp(-0.691*X2)/X2 + 0.055 - 0.432958034800409*sin(0.127*X2)/X2
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.0079373756151385,-0.498 + 6.27639433656119*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.0085204244862046,0.0434265318262939*X2/(X3*X4) - 0.499 + 6.27280957584864*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.0085275849889231,0.0435935619064604*X2/(X3*X4) - 0.499 + 6.305*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.0086916677612877,-0.454 + 6.20791029866418*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.0088502889496079,-0.48 + 0.237*exp(-0.764706*X3*X4) + 6.32402802989856*X3*X4/(X1*X2)
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.0175662282847447,-0.072157549*X1*X2 - 0.00173205899999999*X1*X3 + 0.997939467*X3*X4 - 0.002
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.0175862269573626,-0.073081222*X1*X2 + 0.996522702*X3*X4 - 0.003 + 0.00106429533678756*X3**2/X2
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.017790244456587,-0.072025668*X1*X2 - 0.000764935704*X2*X3*X4 + 0.999655304*X3*X4 - 0.012
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.0178748467087267,-0.071032896*X1*X2 + 0.997416992*X3*X4 + 1338.919
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.0179739444526517,-0.072899148*X1*X2 + 0.998413731*X3*X4 - 0.002
2*mom*B/(h/(2*pi)),1.8012338393026778e-05,12.5620831550562*X1*X2/X3
2*mom*B/(h/(2*pi)),1.8012338393026778e-05,11.7688402973978*X1*X2/X3
2*mom*B/(h/(2*pi)),1.88533302868376e-05,12.566278480456*X1*X2/X3
2*mom*B/(h/(2*pi)),2.5401665378865964e-05,12.5533733684211*X1*X2/X3
2*mom*B/(h/(2*pi)),2.5401665378865964e-05,12.5687065283784*X1*X2/X3
sin(E_n*t/(h/(2*pi)))**2,9.83214647559928e-05,0.5 - 0.5*cos(12.5763287671233*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.0003321640842734,0.5 - 0.5*cos(12.5704*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.0005221690327147,0.5 - 0.5*cos(12.5728867924528*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.0018811325715813,0.5 - 0.5*cos(12.525*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.0023876757679315,0.5 - 0.5*cos(12.6851351351351*X1*X2/X3)
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,5.030879409422799,2.16744800064*X1*X2*X3*exp(cos(0.887*X5 - 0.895*X6))/X4 + 0.129
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,5.760012961647911,(-6.410697216*X1*X2*cos(0.59*X5 - 0.576*X6) + 0.05774182*X3**2 - 0.75359*X4)/(0.064516*X3**2 - 0.842*X4)
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,6.278378576573273,(4.30320226308345*X2*(1.623*X1 + 1.102*X3)*sin(0.666*X6 + cos(0.727*X5)) - 1.493*X4)/X4
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,14.178116719536389,(0.713251*X3 - 2.436797*X4 - 7.573*exp(0.662*X2)*sin(0.56*X1)**2)/(0.413*X3 - 1.411*X4)
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,14.321534057348575,6.10998621987716*X1*X2*X3/X4**2 - 1.78476469648007*X1*X3*X5/(X4*X6) + 4.827
q1*r/(4*pi*epsilon*r**3),7.264564473303245e-10,0
q1*r/(4*pi*epsilon*r**3),7.264564473303245e-10,0.0810874128047352*X1/(X2*X3**2)
q1*r/(4*pi*epsilon*r**3),7.264564473303245e-10,0.0795081538515611*X1/(X2*X3**2)
q1*r/(4*pi*epsilon*r**3),7.264564473303245e-10,0.0900359838296901*X1/(X2*X3**2)
q1*r/(4*pi*epsilon*r**3),7.264564473303245e-10,0
mom*sqrt(Bx**2+By**2+Bz**2),0.5037442908742097,0.47*(1.0*X1 + exp(-1.106*X3) + exp(-0.853*X2))*(1.472*X2 + 1.331*X3 + 1.121*X4) - 1.075
mom*sqrt(Bx**2+By**2+Bz**2),0.5496026775582272,0.668504688*X1*X2*cos(0.16*X3) + 0.689918218*X1*X3 + 0.550344494*X1*X4 + 0.014
mom*sqrt(Bx**2+By**2+Bz**2),0.6046167107071369,(3.562*X1 - sin(0.52*X3))*(0.17892*X2 + 0.170856*X3 + 0.16632*X4) + 1.224
mom*sqrt(Bx**2+By**2+Bz**2),0.6248360692084218,0.69842034*X1*X2 + 0.563552964*X1*X3 + 0.626380398*X1*X4*cos(0.144*X2) + 0.039
mom*sqrt(Bx**2+By**2+Bz**2),0.6249287617603536,0.18*(2.253*X1 - 0.081*X2)*(1.674*X2 + 1.43*X3 + 1.414*X4) + 0.643
n*(h/(2*pi)),3.497868216730697e-08,0.158503744*X1*X2
n*(h/(2*pi)),3.497868216730697e-08,0.158842985*X1*X2
n*(h/(2*pi)),3.497868216730697e-08,0.156937131*X1*X2
n*(h/(2*pi)),3.497868216730697e-08,0.15928575*X1*X2
n*(h/(2*pi)),3.497868216730697e-08,0.15912085*X1*X2
2*E_n*d**2*k/(h/(2*pi)),5.9852120293530246e-05,12.5824081209322*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),6.212117623954272e-05,12.5488105674379*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),7.222705463535021e-05,12.5677920102172*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),7.321454624212169e-05,12.5724570301774*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),7.497401448820514e-05,12.5879023873052*X1*X2**2*X3/X4
I_0*(exp(q*Volt/(kb*T))-1),0.5105515942188882,1.64165482523182*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.5105515942188882,1.62087101680619*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.5105515942188882,1.64552866406155*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.5105515942188882,1.63117792182232*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),1.0676385819276173,(12.5298424754205*X3**2*(2.089*X2 - 1.178*X5)*sin(0.16*X1) + 0.238*X4**2*X5)/(X4**2*X5)
2*U*(1-cos(k*d)),0.0298016726660054,X1*(0.00250588*X3 + 3.99424)*sin(0.50007*X2*X3)**2 + 0.002
2*U*(1-cos(k*d)),0.0717826427875302,4.001724*X1*sin(0.500192*X2*X3)**2 + 0.005
2*U*(1-cos(k*d)),0.7466977991223371,18.04*sin(0.314*X1)**2*sin(0.500132*X2*X3)**2 + 0.419
2*U*(1-cos(k*d)),1.3453945053501215,(5.69*X1 + (0.401*X1 - exp(cos(1.0065*X2*X3)))*(1.615198*X1**2 + 0.273284164061063*X3))/X1
2*U*(1-cos(k*d)),1.7141714516258555,0.28072*X1**2*(0.783636363636364*cos(X3*(1.020201*X2 - 0.048)) - 1.0)**2 + 2.191
(h/(2*pi))**2/(2*E_n*d**2),2.9685277111380557e-10,0.0124782608359883*X1**2/(X2*X3**2)
(h/(2*pi))**2/(2*E_n*d**2),2.9685277111380557e-10,0.0117603511221638*X1**2/(X2*X3**2)
(h/(2*pi))**2/(2*E_n*d**2),2.9685277111380557e-10,0.0126620370595138*X1**2/(X2*X3**2)
(h/(2*pi))**2/(2*E_n*d**2),2.9685277111380557e-10,0
(h/(2*pi))**2/(2*E_n*d**2),2.9685277111380557e-10,0.0126181903085877*X1**2/(X2*X3**2)
2*pi*alpha/(n*d),8.55632059162522e-08,6.28455674048556*X1/(X2*X3)
2*pi*alpha/(n*d),8.55632059162522e-08,6.2822274413398*X1/(X2*X3)
2*pi*alpha/(n*d),8.55632059162522e-08,6.24621516771538*X1/(X2*X3)
2*pi*alpha/(n*d),8.55632059162522e-08,6.28397292426411*X1/(X2*X3)
2*pi*alpha/(n*d),8.55632059162522e-08,6.28740368488089*X1/(X2*X3)
beta*(1+alpha*cos(theta)),0.0038638962225464,1.001329688*X1*X2*cos(1.0*X3) + 1.001716*X1 - 0.001
beta*(1+alpha*cos(theta)),0.0053882258769172,1.000681332*X1*X2*cos(1.0*X3) + 0.998448*X1 + 0.008
beta*(1+alpha*cos(theta)),0.0118505654973165,0.9993627*X1*X2*cos(0.999*X3) + 1.001049*X1 - 0.002
beta*(1+alpha*cos(theta)),0.0143518705706829,0.999214785*X1*X2*cos(0.999*X3) + 1.000215*X1 - 0.003
beta*(1+alpha*cos(theta)),0.145222394509229,0.995340636*X1*X2*cos(1.006*X3) + 0.978804*X1 + 0.017
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.0552891473370164,-2.45140843423374*X1*(X2 - 0.471975806451613*X5)**2*exp(-0.784*X3)/(X4**2*X5) + 0.012
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.1069634333857451,-3.10093239845227*X1*exp(0.741*X2 - 0.721*X3 - 0.891*X5)/X4**2 + 0.024
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.1434356650871792,-1.03953120095337*X1*exp(0.949*X2 - 0.891*X3)/(X4**2*X5**2) - 0.014
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.1546480622509262,0.183 - 1.36503160966228*exp(0.795*X2)*sin(0.37*X1)/(X3*X4**2*X5)
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.1770850430224258,-0.952786752386606*X1*X2**3*exp(-0.93*X5)/(X3**2*X4**2) + 0.016
-rho_c_0*q*A_vec/m,3.592137589638342e-07,-1.00064370485106*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,3.592137589638342e-07,-1.00022554306312*X1*X2*X3/(X4*cos(exp(-4.491504*X1*X3)))
-rho_c_0*q*A_vec/m,3.592137589638342e-07,-1.00077350723192*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,3.592137589638342e-07,-1.00042452148992*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,3.592137589638342e-07,-1.00056960872346*X1*X2*X3/X4
