Original,R2,Modelo
n_rho*mom*tanh(mom*B/(kb*T)),0.9756287489738804,0.072072*X1*(2.481*X2 - 0.588*X4)*(0.678*X3 - 0.564*X5 + 5.37765957446809) - 0.285
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9717700506201792,(0.309853263209119*X1*(1.995*X2*X7 + 2.36652236652237*X2 + 2.45310245310245*X5) - 0.06*X3*X4*X7)/(X3*X4*X7)
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9716010254798182,2.54051018867925*X1*X2/(X3*X4*(0.214*X2 + 0.166*X6 + 0.492*X7)) - 0.076
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9706803461436672,(2.42644705882353*X1*(1.453*X2*X7 + 1.85814606741573*X5) - 0.075*X3*X7*(3.567*X4 + 0.578*X6))/(X3*X7*(3.567*X4 + 0.578*X6))
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9674962381198384,(0.698047781569966*X1*(1.142*X2 - 0.151*X6) - 0.097*X3*X4*(0.102*X2 + 0.134*X7))/(X3*X4*(0.102*X2 + 0.134*X7))
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9674063659595568,(8.41393505247149*X1*(0.341*X2 - 0.044*X6) - 0.096*X3*X4*(0.359*X2 + 0.485*X7))/(X3*X4*(0.359*X2 + 0.485*X7))
mom*(1+chi)*B,0.9999999999997484,X1*X2*(0.99947449368*X3 + 0.999041472)
mom*(1+chi)*B,0.9999999999997364,X1*X2*(1.001136585618*X3 + 1.000079808)
mom*(1+chi)*B,0.9999999999997026,X1*X2*(1.000080568872*X3 + 1.000076616)
mom*(1+chi)*B,0.9999999999990732,X1*X2*(0.9997340814*X3 + 0.99868056)
mom*(1+chi)*B,0.9999999999985364,X1*X2*(0.997950342168*X3 + 0.99958164)
Y*A*x/d,0.9999999999999936,1.00020669830508*X1*X2*X4/X3
Y*A*x/d,0.9999999999999922,1.00068366201342*X1*X2*X4/X3
Y*A*x/d,0.9999999999999916,0.99969678981982*X1*X2*X4/X3
Y*A*x/d,0.9999999999999902,0.987909068487805*X1*X2*X4/X3
Y*A*x/d,0.9999999999999896,0.974204701456204*X1*X2*X4/X3
Y/(2*(1+sigma)),0.9999999963896284,(0.499947*X1 + 4.15715328e-7*X2**4)*exp(0.016*X2)/(1.015*X2*exp(0.016*X2) + 1)
Y/(2*(1+sigma)),0.9999999511686234,(0.500528*X1 + 0.000174*X2 - 0.001*exp(0.025*X2))/(0.974*X2 + exp(0.025*X2))
Y/(2*(1+sigma)),0.9999999144792177,0.127*(3.903*X1 - 0.021*X2/cos(cos(0.269*X2)))/(1.04*X2 + exp(-0.051*X2)) + 0.003
Y/(2*(1+sigma)),0.9999647098499548,0.03205*X1 + 0.153975*X1*exp(-0.335*X2) + 0.113980263157895*X1/X2
Y/(2*(1+sigma)),0.9999191149129948,0.416505629477994*X1/X2 - 0.329754222972973*X1*exp(-0.691*X2)/X2 + 0.055 - 0.432958034800409*sin(0.127*X2)/X2
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999984842979868,-0.498 + 6.27639433656119*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999982601490052,0.0434265318262939*X2/(X3*X4) - 0.499 + 6.27280957584864*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.999998248824664,0.0435935619064604*X2/(X3*X4) - 0.499 + 6.305*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999981811057764,-0.454 + 6.20791029866418*X3*X4/(X1*X2)
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.999998121560624,-0.48 + 0.237*exp(-0.764706*X3*X4) + 6.32402802989856*X3*X4/(X1*X2)
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999877817639864,-0.072157549*X1*X2 - 0.00173205899999999*X1*X3 + 0.997939467*X3*X4 - 0.002
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999877495850238,-0.073081222*X1*X2 + 0.996522702*X3*X4 - 0.003 + 0.00106429533678756*X3**2/X2
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999874821321408,-0.072025668*X1*X2 - 0.000764935704*X2*X3*X4 + 0.999655304*X3*X4 - 0.012
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999873503113922,-0.071032896*X1*X2 + 0.997416992*X3*X4 + 1338.919
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999871983938408,-0.072899148*X1*X2 + 0.998413731*X3*X4 - 0.002
2*mom*B/(h/(2*pi)),0.9999999999999925,12.5583429678267*X1*X2/X3
2*mom*B/(h/(2*pi)),0.9999999999999912,12.5687065283784*X1*X2/X3
2*mom*B/(h/(2*pi)),0.9999999999999898,12.556712628866*X1*X2/X3
2*mom*B/(h/(2*pi)),0.9999999999999892,12.5705848672566*X1*X2/X3
2*mom*B/(h/(2*pi)),0.999999999999989,12.5924842648402*X1*X2/X3
sin(E_n*t/(h/(2*pi)))**2,0.9999999465168644,0.5 - 0.5*cos(12.5763287671233*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.9999991184450768,0.5 - 0.5*cos(12.5704*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.9999978908042648,0.5 - 0.5*cos(12.5728867924528*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.9999716770807636,0.5 - 0.5*cos(12.525*X1*X2/X3)
sin(E_n*t/(h/(2*pi)))**2,0.9999539647381264,0.5 - 0.5*cos(12.6851351351351*X1*X2/X3)
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,0.8742041493215373,2.16744800064*X1*X2*X3*exp(cos(0.887*X5 - 0.895*X6))/X4 + 0.129
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,0.8350987003519914,(-6.410697216*X1*X2*cos(0.59*X5 - 0.576*X6) + 0.05774182*X3**2 - 0.75359*X4)/(0.064516*X3**2 - 0.842*X4)
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,0.8040819377079501,(4.30320226308345*X2*(1.623*X1 + 1.102*X3)*sin(0.666*X6 + cos(0.727*X5)) - 1.493*X4)/X4
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,0.0008840746691636,(0.713251*X3 - 2.436797*X4 - 7.573*exp(0.662*X2)*sin(0.56*X1)**2)/(0.413*X3 - 1.411*X4)
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,-0.019429000952623,6.10998621987716*X1*X2*X3/X4**2 - 1.78476469648007*X1*X3*X5/(X4*X6) + 4.827
q1*r/(4*pi*epsilon*r**3),0.9999999999999962,0.0795748173290367*X1/(X2*X3**2)
q1*r/(4*pi*epsilon*r**3),0.999999999999992,0.0761254452014623*X1/(X2*X3**2)
q1*r/(4*pi*epsilon*r**3),0.9999999999999918,0
q1*r/(4*pi*epsilon*r**3),0.9999999999999916,0.0799048851703252*X1/(X2*X3**2)
q1*r/(4*pi*epsilon*r**3),0.9999999999999912,0.0900359838296901*X1/(X2*X3**2)
mom*sqrt(Bx**2+By**2+Bz**2),0.9962782179899172,0.47*(1.0*X1 + exp(-1.106*X3) + exp(-0.853*X2))*(1.472*X2 + 1.331*X3 + 1.121*X4) - 1.075
mom*sqrt(Bx**2+By**2+Bz**2),0.9955698754000266,0.668504688*X1*X2*cos(0.16*X3) + 0.689918218*X1*X3 + 0.550344494*X1*X4 + 0.014
mom*sqrt(Bx**2+By**2+Bz**2),0.9946386344543354,(3.562*X1 - sin(0.52*X3))*(0.17892*X2 + 0.170856*X3 + 0.16632*X4) + 1.224
mom*sqrt(Bx**2+By**2+Bz**2),0.9942738946971422,0.69842034*X1*X2 + 0.563552964*X1*X3 + 0.626380398*X1*X4*cos(0.144*X2) + 0.039
mom*sqrt(Bx**2+By**2+Bz**2),0.994272108192797,0.18*(2.253*X1 - 0.081*X2)*(1.674*X2 + 1.43*X3 + 1.414*X4) + 0.643
n*(h/(2*pi)),0.9999999999999888,0.159835812*X1*X2
n*(h/(2*pi)),0.9999999999999878,0.1590358*X1*X2
n*(h/(2*pi)),0.9999999999999878,0.160150662*X1*X2
n*(h/(2*pi)),0.9999999999999876,0.159156795*X1*X2
n*(h/(2*pi)),0.9999999999999872,0.15903381*X1*X2
2*E_n*d**2*k/(h/(2*pi)),0.99999999999999,12.5824081209322*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),0.999999999999986,12.5488105674379*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),0.9999999999999843,12.6018331094335*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),0.9999999999999836,12.5684942268682*X1*X2**2*X3/X4
2*E_n*d**2*k/(h/(2*pi)),0.9999999999999816,12.5373545040801*X1*X2**2*X3/X4
I_0*(exp(q*Volt/(kb*T))-1),0.9914780437102584,1.64552866406155*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.9914780395562948,1.62087101680619*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.9914780234170316,1.63117792182232*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.9914780083150454,1.64165482523182*X1*X2**2*X3**2/(X4**2*X5**2) + 0.194
I_0*(exp(q*Volt/(kb*T))-1),0.9627357441375124,(12.5298424754205*X3**2*(2.089*X2 - 1.178*X5)*sin(0.16*X1) + 0.238*X4**2*X5)/(X4**2*X5)
2*U*(1-cos(k*d)),0.999975063905863,X1*(0.00250588*X3 + 3.99424)*sin(0.50007*X2*X3)**2 + 0.002
2*U*(1-cos(k*d)),0.9998554602153352,4.001724*X1*sin(0.500192*X2*X3)**2 + 0.005
2*U*(1-cos(k*d)),0.9843566827299048,18.04*sin(0.314*X1)**2*sin(0.500132*X2*X3)**2 + 0.419
2*U*(1-cos(k*d)),0.9492133144000444,(5.69*X1 + (0.401*X1 - exp(cos(1.0065*X2*X3)))*(1.615198*X1**2 + 0.273284164061063*X3))/X1
2*U*(1-cos(k*d)),0.917557487498516,0.28072*X1**2*(0.783636363636364*cos(X3*(1.020201*X2 - 0.048)) - 1.0)**2 + 2.191
(h/(2*pi))**2/(2*E_n*d**2),0.9999999999999968,0
(h/(2*pi))**2/(2*E_n*d**2),0.9999999999999928,0
(h/(2*pi))**2/(2*E_n*d**2),0.9999999999999925,0.0127027844433634*X1**2/(X2*X3**2)
(h/(2*pi))**2/(2*E_n*d**2),0.9999999999999916,0.0122504604522879*X1**2/(X2*X3**2)
(h/(2*pi))**2/(2*E_n*d**2),0.9999999999999905,0.0117603511221638*X1**2/(X2*X3**2)
2*pi*alpha/(n*d),0.9999999999999952,6.30707716913235*X1/(X2*X3) - 0.000281967213114687
2*pi*alpha/(n*d),0.999999999999994,6.28397292426411*X1/(X2*X3)
2*pi*alpha/(n*d),0.9999999999999936,6.2822274413398*X1/(X2*X3)
2*pi*alpha/(n*d),0.9999999999999932,6.28662141321819*X1/(X2*X3)
2*pi*alpha/(n*d),0.9999999999999922,6.287863889849*X1/(X2*X3) + 0.00103783783783795
beta*(1+alpha*cos(theta)),0.9999993345946098,1.001329688*X1*X2*cos(1.0*X3) + 1.001716*X1 - 0.001
beta*(1+alpha*cos(theta)),0.9999987041420656,1.000681332*X1*X2*cos(1.0*X3) + 0.998448*X1 + 0.008
beta*(1+alpha*cos(theta)),0.999993706172368,0.9993627*X1*X2*cos(0.999*X3) + 1.001049*X1 - 0.002
beta*(1+alpha*cos(theta)),0.9999907722234876,0.999214785*X1*X2*cos(0.999*X3) + 1.000215*X1 - 0.003
beta*(1+alpha*cos(theta)),0.9990536502825116,0.995340636*X1*X2*cos(1.006*X3) + 0.978804*X1 + 0.017
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.9929599658083866,-2.45140843423374*X1*(X2 - 0.471975806451613*X5)**2*exp(-0.784*X3)/(X4**2*X5) + 0.012
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.9736413936702988,-3.10093239845227*X1*exp(0.741*X2 - 0.721*X3 - 0.891*X5)/X4**2 + 0.024
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.9525985067646684,-1.03953120095337*X1*exp(0.949*X2 - 0.891*X3)/(X4**2*X5**2) - 0.014
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.9449035339856182,0.183 - 1.36503160966228*exp(0.795*X2)*sin(0.37*X1)/(X3*X4**2*X5)
-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),0.9277530065802402,-0.952786752386606*X1*X2**3*exp(-0.93*X5)/(X3**2*X4**2) + 0.016
-rho_c_0*q*A_vec/m,0.9999999999999848,-0.999742773025937*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,0.9999999999999812,-1.005714980325*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,0.9999999999999792,-1.00124111731844*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,0.9999999999999784,-1.01772130746138*X1*X2*X3/X4
-rho_c_0*q*A_vec/m,0.9999999999999772,-1.00056960872346*X1*X2*X3/X4
